title,seafood,salad,cream_based,asian,baking_goods,meat,italian,mexican
Lemony Shrimp Over Brown Rice,0.591550231,0,0.40184176,0,0,0,0,0
Chinese Buffet Green Beans,0,0,0.722454309,0.267677188,0,0,0,0
Smashed Cauliflower,0,0,0,0,0.991336405,0,0,0
Yogurt Rice,0.313990235,0,0.304391056,0,0,0,0,0.374556452
Banana Oatmeal Cookie,0,0,0,0,0,0,0,0.982842267
Slow Cooked Teriyaki Venison,0,0,0.990112782,0,0,0,0,0
Easy Stroganoff,0,0,0,0,0.993682146,0,0,0
Sweet And Savory Kale,0.403160363,0,0.536212444,0,0.056114383,0,0,0
Swimming Angels,0,0,0.995028257,0,0,0,0,0
Creamy Au Gratin Potatoes,0,0,0,0,0.50014919,0,0,0.493242651
Tex Mex Quinoa Salad,0,0,0,0.993055463,0,0,0,0
Byrdhouse Blistered Cherry Tomatoes,0,0,0,0,0,0,0.9862203,0
Baked Butternut Squash,0,0,0,0,0.982843041,0,0,0
Grandmas Corn Pudding,0,0,0,0.597557902,0,0,0,0.392573237
Marinated Scallops Wrapped In Bacon,0,0,0,0,0,0.988485873,0,0
Turkey Lentil Chili,0,0,0,0.995646358,0,0,0,0
Lentil Soup With Lemon,0.306629658,0,0,0.687955141,0,0,0,0
Simply Potatoesr Cheesy Hash Browns,0,0,0,0,0.031059874,0,0,0.96352452
Caramelized Brussels Sprouts With Pistachios,0.990112245,0,0,0,0,0,0,0
Hungarian Lentil Soup,0,0,0,0.993055522,0,0,0,0
New Years Day Black Eyed Peas,0,0,0,0.986220419,0,0,0,0
Shrimp Scampi Cheesecake Appetizer,0,0,0,0,0,0,0.993055463,0
Venison Pot Roast And Gravy,0,0,0,0,0,0.253124148,0,0.732169032
Prime Rib Au Jus With Yorkshire Pudding,0,0,0,0,0.811457515,0,0,0.183575138
Potato Latkes I,0,0,0,0,0.345765024,0,0,0.645760298
Quinoa With Sweet Potato And Mushrooms,0.65244621,0,0,0,0.342966259,0,0,0
Beef And Noodle Bake,0,0,0,0,0,0,0.966346085,0
Maple Soy Glazed Salmon,0.660865426,0,0.334167153,0,0,0,0,0
Slippery Shrimp,0,0,0.993055522,0,0,0,0,0
Mexican Salad,0,0,0,0.993682265,0,0,0,0
Beef Stroganoff Ii,0,0,0,0,0.993055522,0,0,0
Greek Garbanzo Bean Salad,0,0,0,0.268826485,0,0,0.726206541,0
Spinach Pasta Salad,0,0,0,0,0,0,0.991336644,0
Ground Beef Shepherds Pie,0,0,0,0.589718223,0.258800387,0,0,0.146521091
Spiced Quinoa,0,0,0,0.993055224,0,0,0,0
Corn And Rice,0,0,0,0.994648278,0,0,0,0
Superfast Asparagus,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
Quick And Easy Sauteed Spinach,0,0,0,0,0,0,0.988486767,0
Quinoa With Mushrooms,0,0,0,0,0.577871561,0,0.413653851,0
Black Bean Brownies,0,0,0,0.293098211,0,0,0,0.69947511
Cheeseburger Meatloaf ,0,0,0,0,0,0,0.990112901,0
New Potatoes With Caper Sauce,0,0,0,0,0.375131518,0,0.618260384,0
Darias Slow Cooker Beef Stroganoff,0,0,0,0,0.994648278,0,0,0
Multi Grain Pilaf,0,0,0,0,0.994205117,0,0,0
Elk Shepherds Pie,0,0,0,0,0.993055165,0,0,0
Vegan Split Pea Soup I,0,0,0,0,0.8899014,0,0.106119707,0
Debdoozies Blue Ribbon Chili,0,0,0,0.982843041,0,0,0,0
Easy Homemade Chili,0,0,0,0.988486767,0,0,0,0
Hamburger Casserole,0,0,0,0.561653674,0.431738198,0,0,0
Ericas Delicious Slow Cooker Beef Roast,0,0,0,0,0.994205236,0,0,0
Chili I,0,0,0,0.995357811,0,0,0,0
Husbands Delight,0.141386911,0,0,0,0.339642197,0,0.512782693,0
Quinoa With Veggies,0,0,0,0.993682325,0,0,0,0
Sweet And Sour Meatballs Ii,0,0,0.676341951,0,0,0.025654698,0.291815132,0
Crispy Turnip Fries,0,0,0.982840896,0,0,0,0,0
Simple Beef Stroganoff,0,0,0,0,0.988486767,0,0,0
Creamed Cabbage,0,0,0,0,0.9862203,0,0,0
Elegant Penne With Asparagus And Shrimp,0.995028317,0,0,0,0,0,0,0
Stuffed Peppers,0,0,0.260041386,0.732532799,0,0,0,0
Guy Approved Meatloaf,0,0,0,0,0,0.452788502,0,0.541796207
Shrimp Egg Foo Young,0,0,0.993682206,0,0,0,0,0
Slow Cooker Beef Stroganoff I,0,0,0,0,0.787031472,0.206360415,0,0
Breakfast Sausage,0,0,0,0,0,0.990112841,0,0
Burgundy Pork Tenderloin,0,0,0,0,0.992290616,0,0,0
Vegetarian Sloppy Joes,0,0,0.457245946,0,0,0.537338734,0,0
Deer Meat,0.185734808,0,0,0,0.806839287,0,0,0
Slow Cooker Venison Stroganoff Meal,0,0,0,0,0.993055522,0,0,0
Eileens Meatloaf,0,0,0,0,0.239228517,0.171595529,0.583669305,0
Slow Cooker Tender And Yummy Round Steak,0,0,0,0,0.992290735,0,0,0
Curried Quinoa Salad With Mango,0,0,0,0.977271676,0,0,0,0
Baked Beans Ii,0,0,0,0,0,0.992290676,0,0
Red Enchilada Sauce,0,0,0,0.99011296,0,0,0,0
Dill And Shrimp Salad,0.988486767,0,0,0,0,0,0,0
Sausage Potato Bake,0,0,0,0,0.991336584,0,0,0
Simple Sassy Salmon,0,0,0.704432786,0,0,0.283755988,0,0
Slow Cooker Beef Barley Soup,0,0,0,0,0.994205177,0,0,0
Easy Scalloped Potatoes,0,0,0,0,0.308814675,0,0,0.681316912
Easy Mashed Potato And Roasted Vegetable Enchiladas,0,0,0,0.45478496,0.541236103,0,0,0
Slow Cooker Cranberry Pork,0,0,0,0,0,0.986220062,0,0
Tuna Fish Salad ,0.992290676,0,0,0,0,0,0,0
Creamy Potato Pork Chop Bake,0,0,0,0,0.995028377,0,0,0
Gnocchi With Sage Butter Sauce,0,0,0,0,0,0,0.986219704,0
Absolutely Excellent Oatmeal Cookies,0,0,0,0,0,0,0,0.988486648
Fresh Tasting Black Beans With Rice,0,0,0.619467378,0.365823776,0,0,0,0
Red Bean Salad With Feta And Peppers,0,0,0,0.641173482,0,0,0.351400465,0
Melissas Turkey Meatloaf,0,0,0,0,0.59437108,0,0.395760447,0
Granola Bars Iii,0,0,0.253433675,0,0,0,0,0.739140511
Slow Cooker Teriyaki Pork Tenderloin,0,0,0,0.489014983,0,0.50503242,0,0
Baked Potato,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
Grilled Salmon With Curried Peach Sauce,0.990111947,0,0,0,0,0,0,0
Lime Marinated Grilled Salmon,0.990112901,0,0,0,0,0,0,0
Vegan Cheesecake ,0,0,0.336972594,0,0,0,0,0.653158367
Merritts Butternut Squash Gratin,0,0,0,0,0.383687288,0,0.313767225,0.298722714
Slow Cooker Pheasant With Mushrooms And Olives,0,0,0,0,0.664080322,0,0.331332207,0
Sunday Surprise,0,0,0,0,0.387140185,0,0,0.602991164
Irish Potato Candy,0,0,0,0,0,0,0,0.97727263
Chili Potato Burritos,0,0,0,0,0.478888303,0,0.512636602,0
Baked Ziti With Sausage,0,0,0,0,0,0,0.993682325,0
Fragrant Millet Pilaf,0,0,0,0.992290735,0,0,0,0
Shrimpcargot,0,0,0,0,0,0,0.988486707,0
Dees Mexican Rice,0,0,0,0.995028377,0,0,0,0
Roasted Vegetable Medley,0.665867865,0,0,0,0,0,0.32871601,0
Baked Potato Salad I,0.425133944,0,0,0,0,0,0.567439973,0
Gramps Venison Summer Sausage,0,0,0,0,0,0.988486528,0,0
Classic Fish And Chips,0,0,0,0,0,0,0,0.993055463
Chickn Parmesan Casserole,0,0.340868294,0,0.118631542,0,0,0.536677122,0
Vegan Lentil Kale And Red Onion Pasta,0,0,0,0.993054628,0,0,0,0
No Bake Cookies V,0,0,0,0,0,0,0,0.988485932
Venison Cheddar Jalapeno Summer Sausage,0,0,0,0.281047344,0,0.713537276,0,0
Vegan Borscht,0,0,0,0.750769019,0.245912299,0,0,0
Alaskan Bbq Salmon,0.305361509,0,0,0,0,0.679932356,0,0
Bacon Wrapped Barbeque Shrimp,0,0,0.935184419,0,0,0,0,0
Coconut Curry Lentil Stew Served Over Quinoa,0,0,0.479328394,0.514063597,0,0,0,0
Creamy Saffron Shrimp With Gnocchi And Caramelized Onion,0,0,0,0,0.563267171,0,0.428258181,0
Spanish Rice,0,0,0,0.992290735,0,0,0,0
Mock Tuna Salad,0.992290437,0,0,0,0,0,0,0
Whole Wheat Oatmeal And Banana Pancakes,0,0,0,0,0,0,0,0.993682265
Airport Bobs Green Beans,0,0,0,0,0,0,0,0.966345787
Easy Curry Rice,0,0,0.97727257,0,0,0,0,0
The Best Oatmeal Cookies,0,0,0,0,0,0,0,0.988486648
Slow Cooker Taco Soup,0,0,0,0.993055582,0,0,0,0
Sage Pork Chops,0,0,0,0,0.992290676,0,0,0
Bordelaise Sauce With Mushrooms,0,0,0,0,0.993055522,0,0,0
Rich Italian Sausage And Potato Soup,0,0,0,0,0.679635108,0,0.308553725,0
Tilapia Scampi,0.97727263,0,0,0,0,0,0,0
Ellens Buffalo Meatloaf,0,0,0,0.447780818,0,0.54235059,0,0
Southern Potato Salad,0.990112543,0,0,0,0,0,0,0
Old Fashioned Potato Salad,0.994648278,0,0,0,0,0,0,0
Thai Salmon Salad,0,0,0.377964288,0.614609778,0,0,0,0
Spicy Bok Choy In Garlic Sauce,0,0,0.994648278,0,0,0,0,0
Jambalaya Salad,0,0,0,0,0.71851182,0,0.275535077,0
Best Fried Green Tomatoes,0,0,0,0.411319494,0,0,0,0.582072496
Quick Brownbag Burritos,0,0,0,0,0,0,0.935185075,0
Easy Potato And Leek Soup,0,0,0,0,0.990112603,0,0,0
Seafood Cioppino,0.474348634,0,0,0.5229339,0,0,0,0
Acorn Squash,0,0,0,0,0,0,0,0.966346085
Italian Sausage Tortellini Soup,0,0,0,0.583087325,0,0,0.413181275,0
Slow Cooker Split Pea Sausage Soup,0,0,0,0,0.993054986,0,0,0
Lyndsies Dr Pepperr Meatballs,0,0,0,0,0,0.551988661,0.442058593,0
Hearty Tuna Casserole,0.249802142,0,0,0.289837867,0.455399543,0,0,0
Easy Breaded Shrimp,0,0,0.564037383,0,0,0,0,0.42415145
Pan Poached Alaskan Salmon Piccata,0.739311099,0,0,0,0.254080892,0,0,0
Seven Layer Dip I,0,0,0,0.982843041,0,0,0,0
Taco Salad Iii,0,0,0,0.993055284,0,0,0,0
Smoked Salmon And Egg Salad,0.988486767,0,0,0,0,0,0,0
Moms Shrimp Macaroni Salad,0.996128201,0,0,0,0,0,0,0
Bran Flax Muffins,0,0,0.336447358,0,0,0,0,0.657599807
Vegetable Feta Rice,0,0,0.696547508,0,0.294977874,0,0,0
Tater Tot Bake,0,0,0,0,0.993055403,0,0,0
Quinoa Veggie Salad With Zesty Vinaigrette,0.66870594,0,0,0.327032626,0,0,0,0
Bellas Brussels Sprouts With Bacon,0,0,0,0,0.297402978,0,0.696644545,0
Waistline Friendly Turkey Chili,0,0,0,0.99535799,0,0,0,0
Beef Bourguignon Ii,0,0,0,0,0.993682325,0,0,0
St Louis Toasted Ravioli,0,0,0.217347607,0,0,0,0.518276036,0.258188218
The Best Potato Salad,0.993055284,0,0,0,0,0,0,0
Poached Salmon I,0.431232959,0,0,0,0.562814534,0,0,0
Tomato Barley Soup,0,0,0,0.993682325,0,0,0,0
Friendship Soup Mix In A Jar,0,0,0,0,0.988486469,0,0,0
Black Beans Corn And Yellow Rice,0,0,0,0.992290735,0,0,0,0
The Best Stuffed Mushrooms,0,0,0,0,0,0,0.99011296,0
Quick And Easy Tuna Casserole,0,0,0,0,0.992290676,0,0,0
Moms Shredded Elk Sandwiches,0.308166504,0,0,0,0,0.685225487,0,0
Chocolate Hazelnut Soy Ice Cream,0,0,0.267978787,0,0,0,0,0.71731478
Slow Cooker Venison Burritos,0,0,0,0,0,0,0,0.986220002
White Chili With Ground Turkey,0,0,0,0.993055463,0,0,0,0
Chewy Oatmeal Cookies I,0,0,0,0,0,0,0,0.993055522
Onion Elk Roast Stroganoff,0,0,0,0,0.991336644,0,0,0
Slow Cooker Baked Beans With Ham Hock,0,0,0,0,0,0.988486111,0,0
Garlic Shrimp Linguine,0.98622036,0,0,0,0,0,0,0
King Crab Appetizers,0,0,0,0,0,0.270800173,0,0.723784328
Crispy Chicken Fried Venison Steaks,0,0,0.594621301,0,0,0,0,0.400411725
Angel Shrimp Pasta,0,0,0,0,0.472543389,0,0.518981934,0
Scallop Scampi,0.98622036,0,0,0,0,0,0,0
Rice With Black Beans,0,0,0,0.988486767,0,0,0,0
Absolutely Fabulous Portobello Mushroom Tortellini,0,0,0,0,0,0,0.990112901,0
Crunchy Turkey Salad,0.680773854,0,0,0,0,0,0,0.313810706
Orzo And Rice,0,0,0,0.622082829,0.366105467,0,0,0
Roasted Vegetable Orzo,0,0,0,0.462957561,0.532454669,0,0,0
Mexican Cornbread Salad,0,0,0,0.827446938,0,0,0.168574154,0
Eggs Benedict,0,0,0,0,0,0.160466045,0,0.832107663
Best Tuna Casserole,0,0,0,0,0.829801381,0,0,0.16478315
Man Lovin Potatoes,0,0,0,0,0.422127753,0,0.572456837,0
Zucchini Noodles,0,0,0,0,0,0,0.977272689,0
Sweet And Spicy Sweet Potatoes,0,0,0,0.990112901,0,0,0,0
Spaghetti Squash Saute,0,0,0,0,0.71047014,0,0.281054825,0
Meatless Meatloaf,0,0,0,0.623337626,0,0,0,0.37207514
Taco Pie,0,0,0,0.302136898,0.68315649,0,0,0
Coconut Oatmeal Cookies Ii,0,0,0,0,0,0,0,0.977272391
Savory Garlic Marinated Steaks,0,0,0,0,0,0.993055463,0,0
Tasty Bbq Corn On The Cob,0,0,0,0.638469219,0.351662308,0,0,0
Bbq Salmon Over Mixed Greens,0.80329144,0,0.190755963,0,0,0,0,0
Vegan Cream Cheese Frosting,0,0,0.334777623,0,0,0,0,0.645740807
Grilled Marinated Salmon,0.349965751,0,0.643426239,0,0,0,0,0
Steak House Au Gratin Potatoes,0,0,0,0,0.993055522,0,0,0
Grilled Pheasant Poppers,0,0,0,0,0,0.990112007,0,0
Best Of Everything Veggie Burgers,0,0,0,0.325845718,0,0,0.669892907,0
Linnies Spanish Rice,0,0,0,0.935179532,0,0,0,0
Venison Tenderloin Bites,0,0,0,0,0,0,0.991336644,0
Tater Tot Casserole Ii,0,0,0,0,0.988486767,0,0,0
Grilled Asparagus,0,0,0,0,0,0,0.982843041,0
Pork With Peach And Black Bean Salsa,0,0,0,0.541597724,0,0.452449083,0,0
Sheryls Corn And Crab Chowder,0,0,0,0.20311901,0.794163525,0,0,0
Unstuffed Cabbage,0.18174766,0,0,0.808383226,0,0,0,0
Slow Cooker Macaroni And Cheese I,0,0,0,0,0,0,0,0.990112424
Sausage Gravy I,0,0,0,0,0,0.226586998,0,0.765986681
Coconut Curry Black Bean Burgers   Thai Style,0,0,0.643034875,0.117305599,0,0,0.237394854,0
Lentils And Spinach,0,0,0,0.992290616,0,0,0,0
Shrimp Scampi With Linguini,0.424687564,0,0,0,0,0,0.571051002,0
Gravy Baked Pork Chops,0,0,0,0,0.991336644,0,0,0
Greek Style Baked Salmon,0.424110264,0,0,0,0,0,0.56993717,0
Artichoke Stuffed Mushrooms,0,0,0,0,0,0,0.994648218,0
Basic Ham And Bean Soup,0.266634911,0,0,0,0.724889815,0,0,0
Easy Marinated Pork Tenderloin,0,0,0,0,0,0.717770517,0.273754835,0
Baked Potato Soup Iii,0,0,0,0,0.493694812,0,0,0.498879373
Fettuccine With Sweet Pepper Cayenne Sauce,0,0,0,0,0.992290616,0,0,0
Italian Style Pork Chops,0,0,0,0,0,0.326752275,0.653767109,0
Honey Rice,0.262999564,0,0.380770177,0,0,0,0,0.348005414
Coconut Shrimp I,0,0,0.423898935,0,0,0,0,0.566232204
Turkey Stuffing Divan,0,0,0,0,0.454985619,0,0,0.536539137
Shrimp Stir Fry,0,0,0.991336286,0,0,0,0,0
Jills Hash Brown Casserole,0,0,0,0,0.993681848,0,0,0
Hearty Multigrain Bread,0,0,0,0,0,0,0,0.994204998
Beef Noodle Soup,0,0,0,0,0.992290676,0,0,0
Four Seasons Enchiladas,0,0,0,0.537758648,0,0,0.452372789,0
Mushroom Slow Cooker Roast Beef,0,0,0,0,0.740334153,0.247854605,0,0
Indian Style Salmon Fry,0.353086054,0,0.641946554,0,0,0,0,0
Maltese Rabbit Stew,0,0,0,0,0.993055403,0,0,0
Salmon Cakes I,0.194736063,0,0,0,0.798655808,0,0,0
Hungarian Mushroom Soup,0.25311479,0,0.132624045,0,0.610710025,0,0,0
Shepherds Pie,0,0,0,0,0.993681729,0,0,0
Tater Tot Casserole,0,0,0,0,0.597813368,0.394760549,0,0
Sausage Gravy Iii,0,0,0,0,0,0.221983626,0,0.769541681
Colleens Potato Crescent Rolls,0,0,0,0,0,0,0,0.990112901
Golden Pork Chops,0,0,0,0,0.991336465,0,0,0
Honey Garlic Ribs,0,0,0,0,0,0.977272689,0,0
Cheesy Potato Soup Ii,0,0,0,0,0.565191627,0,0,0.428855926
Grandmas Rice,0,0,0,0,0.98848629,0,0,0
Carrot Rice,0,0,0.991336465,0,0,0,0,0
Banana Oatmeal Cookies Ii,0,0,0,0,0,0,0,0.9862203
Jiffy Casserole,0,0,0,0,0.993055582,0,0,0
Shrimp Etouffee Ii,0,0,0,0.553105175,0.443163455,0,0,0
Alaskan Cod And Shrimp With Fresh Tomato,0,0,0,0.991335511,0,0,0,0
Potato Pancakes Ii,0,0,0,0,0,0,0,0.977272689
Baked Ziti Ii,0,0,0,0,0,0,0.982843041,0
Thanksgiving Leftovers Stuffed Shells,0,0,0,0,0,0,0.986220002,0
Angel Hair With Feta And Sun Dried Tomatoes,0,0,0,0,0,0,0.99011296,0
Mock Chicken,0,0.935178816,0,0,0,0,0,0
Enchiladas,0,0,0,0,0.991336644,0,0,0
Sues Taco Salad,0,0,0,0.990112662,0,0,0,0
Cumin Turkey Burgers,0,0,0.50532645,0,0,0,0.486198932,0
Funcos Salmon Fish Cakes,0.866894543,0,0,0.129592523,0,0,0,0
Hot German Potato Salad Iii,0,0,0.327830702,0,0.402734607,0,0,0.263927996
Seafood Enchiladas,0,0,0,0,0.993682206,0,0,0
Simple Salmon Chowder Ii,0.206528649,0,0,0.242430612,0.546901584,0,0,0
Seafood Piccata,0.836639702,0,0,0,0.157945037,0,0,0
Sesame Shrimp Stir Fry,0,0,0.994648218,0,0,0,0,0
Shrimp Durango,0.991336346,0,0,0,0,0,0,0
Garlic Shrimp Scampi,0.478952557,0,0,0,0,0,0.513621509,0
Rebeccas Wild Rice Pilaf,0,0,0,0,0.993682027,0,0,0
White Turkey Chili,0,0,0.1023091,0.893712044,0,0,0,0
Franks Famous Spaghetti Sauce,0,0,0,0.994648278,0,0,0,0
Carrot Potato And Cabbage Soup,0,0,0,0,0.66473484,0,0.330298215,0
Creamy Shrimp And Crab Bisque,0,0,0,0,0.994647682,0,0,0
Baked Scallops,0,0,0,0,0,0,0,0.986219347
Candied Carrots,0,0,0,0,0.977272689,0,0,0
Au Gratin Potatoes,0,0,0,0,0.992290735,0,0,0
Bellas Rosemary Red Potatoes,0,0,0,0,0.988486707,0,0,0
Boston Baked Beans,0.554014206,0,0,0,0,0,0,0.436117053
Buttery Cooked Carrots,0,0,0,0,0,0,0,0.935184896
Carrots And Rice,0,0,0,0,0.988486767,0,0,0
Dinahs Baked Scallops,0.993055284,0,0,0,0,0,0,0
Cheesy Baked Cauliflower,0.528175414,0,0,0,0,0,0,0.457118601
Cheesy Ranch New Red Potatoes,0,0,0,0,0,0,0.646954477,0.343176395
Cream Peas,0,0,0,0,0.52914995,0,0,0.462375402
Early Morning Oven Roasted New Potatoes,0,0,0,0,0.982842982,0,0,0
Easy Mushroom Rice,0,0,0,0,0.986220181,0,0,0
Fried Onion Rings,0,0,0,0.991336346,0,0,0,0
Garden Stuffed Baked Potatoes,0,0,0,0.991336465,0,0,0,0
Garlic Green Beans,0,0,0,0.36835292,0,0,0.623172462,0
Garlic Mashed Potatoes,0,0,0.202683598,0,0.788841665,0,0,0
Honey Roasted Red Potatoes,0.990112901,0,0,0,0,0,0,0
Indonesian Spiced Rice,0,0,0.267617404,0.726967394,0,0,0,0
Italian Rice Balls,0,0,0.171726301,0,0,0,0.822858512,0
Mexican Rice I,0,0,0.428840131,0.562685251,0,0,0,0
Mushrooms And Peas Rice,0,0,0,0,0.991336584,0,0,0
Onion Rice,0,0,0,0,0.990112901,0,0,0
Pan Fried Asparagus,0,0,0,0,0.986220419,0,0,0
Risi Bisi,0,0,0,0,0.672567129,0,0.320007086,0
Roast Potatoes,0,0,0,0,0.988486707,0,0,0
Smothered Green Beans,0,0,0,0,0.988486707,0,0,0
Taco Rice,0,0,0.309225231,0,0,0,0.678963721,0
Cheese And Bacon Potato Rounds,0,0,0,0,0.9862203,0,0,0
Artichokes,0.982843041,0,0,0,0,0,0,0
Baked Scalloped Potatoes,0,0,0,0,0.99011296,0,0,0
Blueberry Cornmeal Muffins,0,0,0,0,0,0,0,0.992290676
Allies Delicious Macaroni And Cheese,0,0,0,0,0,0,0.56060946,0.431964695
Non Balaya,0,0,0,0,0.994205236,0,0,0
Savory Roasted Root Vegetables,0,0,0,0,0.348534942,0,0.646497667,0
Pumpkin Carrot Rice,0,0,0,0.990112543,0,0,0,0
Orange And Maple Glazed Turkey,0.336486757,0,0,0,0.658925891,0,0,0
Baked Falafel,0,0,0,0.754494131,0,0,0,0.23808001
Ratatouille,0,0,0,0.266127378,0,0,0.728457332,0
Roasted Garlic Without Foil,0,0,0,0,0,0,0.977272689,0
Basic Baked Spaghetti,0,0,0,0,0,0,0.700871468,0.28442201
Slow Cooker Vegetable Chili,0,0,0,0.994648278,0,0,0,0
Crusted Salmon With Honey Mustard Sauce,0.986220181,0,0,0,0,0,0,0
Gnocchi I,0,0,0,0,0,0,0,0.97727263
Day Before Mashed Potatoes,0,0,0,0,0.99011296,0,0,0
Hash Brown Casserole Ii,0,0,0,0,0.99464798,0,0,0
Napa Cabbage Salad,0,0,0.993682206,0,0,0,0,0
Smoked Salmon Pizza,0.140150592,0,0,0,0,0,0.852423191,0
Rice Dressing,0,0,0,0,0.991336226,0,0,0
Salmon And Potato Pie,0.318337858,0,0,0,0.44477886,0,0,0.231922612
Yummy Yam Casserole,0,0,0,0,0,0,0,0.966346145
Creamy Shrimp Scampi,0.61193943,0,0,0,0.384741902,0,0,0
Sweet Potato Carrot Apple And Red Lentil Soup,0,0,0.240096405,0,0.753295422,0,0,0
Spicy Lime Grilled Shrimp,0,0,0.97727263,0,0,0,0,0
Hoisin Glazed Salmon,0.31415531,0,0.680877686,0,0,0,0,0
Lisas Favorite Carne Asada Marinade,0,0,0.312358052,0.680215895,0,0,0,0
Roasted Tomatoes With Garlic,0,0,0,0,0,0,0.986220419,0
Smoked Salmon Pasta Salad,0.993055522,0,0,0,0,0,0,0
Moms Red Scalloped Potatoes,0,0,0,0,0.994648337,0,0,0
Roast Duck With Apple Dressing,0,0,0,0,0.837124825,0,0.157459527,0
Easy Pheasant Casserole,0,0,0,0,0.990112484,0,0,0
Pizza Casserole,0,0,0,0,0,0,0.890895486,0.103689231
Turkey Goulash,0,0,0,0,0,0,0.982843041,0
Ground Turkey Casserole,0,0,0,0,0.517926693,0,0,0.472204745
Mexican Lasagna,0,0,0,0.9862203,0,0,0,0
Szechuan Spicy Eggplant,0,0,0.995646656,0,0,0,0,0
Savory Kale Cannellini Bean And Potato Soup,0,0,0,0.192837298,0.802575469,0,0,0
French Onion Casserole,0,0,0,0,0.993682146,0,0,0
Venison Chili,0,0,0,0.630078554,0.364506096,0,0,0
Pork Chop And Potato Casserole,0,0,0,0,0.993055522,0,0,0
Polish Style Lasagna,0,0,0,0,0.986220419,0,0,0
Potato Casserole,0,0,0,0,0.991336584,0,0,0
Lauries Shepherds Pie,0,0,0,0,0.992290318,0,0,0
Spanish Rice Bake,0,0,0,0.993682325,0,0,0,0
Heavenly Potatoes And Ham,0,0,0,0,0.733013034,0,0.262399614,0
Pierogi Casserole,0,0,0,0,0.993682265,0,0,0
Slow Cooker Shredded Venison For Tacos,0,0,0.740601897,0,0,0,0,0.24758701
Bubble N Squeak,0,0,0,0,0.990112841,0,0,0
Honey Duck,0.427448511,0,0.562682271,0,0,0,0,0
Turkey And Stuffing Casserole,0,0,0,0,0.994205236,0,0,0
Cajun Potato Soup,0,0,0,0,0.670111179,0,0.325627357,0
Butternut Squash Bake,0,0,0,0,0,0,0.994648278,0
Easy Tuna Casserole,0,0,0,0,0.794672072,0,0.195458904,0
Real Italian Calzones,0,0,0,0,0,0,0.878726006,0.116306983
Garys Turkey Burritos,0,0,0,0.833055496,0,0,0,0.160336539
American Chop Suey Ii,0,0,0,0,0.986220419,0,0,0
Hazelnut Mushroom Pilaf,0,0,0,0.261687487,0.733344734,0,0,0
Drunken Shrimp,0,0,0.429109812,0.565474987,0,0,0,0
Company Couscous,0,0,0,0,0,0,0.994648218,0
Salmon Mac And Cheese,0.376420975,0,0,0.382565856,0,0,0,0.238392487
Mexican Corn,0,0,0,0.683492482,0.309899509,0,0,0
Fluffy Vegan Pancakes,0,0,0.603851974,0,0,0,0,0.388721377
Indian Spiced Roasted Chickpeas,0.990112185,0,0,0,0,0,0,0
Ms Sloppy Joe Sauce,0,0,0,0.991335571,0,0,0,0
Brazilian Fish Stew,0,0,0,0.77595669,0,0,0,0.2174353
Southern Green Beans,0,0,0,0.427928746,0.563596547,0,0,0
Cornbread Pancakes,0,0,0,0,0,0,0,0.990112841
Passion Bars,0,0,0,0,0,0,0,0.990112901
Oatmeal Raisin Cookies Vii,0,0,0,0,0,0,0,0.982843041
No Bake Chocolate Oatmeal Cookies,0,0,0.220759794,0,0,0,0,0.770765126
Cowboy Cookies Iii,0,0,0,0,0,0,0,0.988486648
Oatmeal Raisin Toffee Cookies,0,0,0,0,0,0,0,0.990112066
Soft Oatmeal Cookies,0,0,0,0,0,0,0,0.982843041
Applesauce Oatie Cookies,0,0,0,0,0,0,0,0.986220181
Delicate Jasmine Rice,0,0,0.988485634,0,0,0,0,0
Sukhothai Pad Thai,0,0,0.995901346,0,0,0,0,0
Chucks Favorite Mac And Cheese,0,0,0,0,0,0,0.992290616,0
Greek Orzo Salad,0.71143955,0,0,0,0,0,0.282607615,0
Scims Fettucine Alfredo With Shrimp,0,0,0,0,0.98848635,0,0,0
Macaroni And Cheese V,0,0,0,0,0,0,0,0.993055522
Classic Macaroni And Cheese,0,0,0,0,0,0,0,0.986220419
Moms Baked Macaroni And Cheese,0,0,0,0,0.301005155,0,0,0.684288919
Frogmore Stew,0,0,0,0.650779128,0.337409645,0,0,0
Maryland Crab Cakes Ii,0.991336584,0,0,0,0,0,0,0
My Crab Cakes,0.99535799,0,0,0,0,0,0,0
Poached Salmon Ii,0.991336584,0,0,0,0,0,0,0
Salmon Cakes Ii,0,0,0,0,0,0,0.757184446,0.23784861
Salmon Cakes Iii,0,0,0,0.432180613,0,0,0,0.560393572
Salmon Puffs,0,0,0,0,0,0,0.982843041,0
Shrimp Scampi,0.927633405,0,0,0,0,0,0.064940736,0
Slow Cooker Mongolian Beef,0,0,0.992290735,0,0,0,0,0
Broiled Shrimp Scampi,0,0,0,0,0.982842982,0,0,0
Smoked Salmon Sushi Roll,0,0,0.991335869,0,0,0,0,0
Tuna Noodle Casserole Iii,0,0,0,0,0.44875595,0,0,0.543817759
Giblet Gravy Ii,0,0,0,0,0.986220121,0,0,0
Mango Quesadillas,0,0,0,0.995901346,0,0,0,0
Onion Roasted Sweet Potatoes,0,0,0,0,0.988486528,0,0,0
Eggless Egg Salad,0,0,0.97727263,0,0,0,0,0
